date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:55:36	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f99a0e5-247b%22	https://technext.github.io/jony/img/banner/bradcam2.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/banner/bradcam2.png	(from https://technext.github.io/jony/css/style.css)
15:55:36	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2260786ecb-247b%22	https://technext.github.io/jony/img/banner/bradcam3.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/banner/bradcam3.png	(from https://technext.github.io/jony/css/style.css)
15:55:36	1661/1661	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-67d%22	https://technext.github.io/jony/img/elements/primary-check.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/primary-check.png	(from https://technext.github.io/jony/css/style.css)
15:55:36	1205/1205	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-4b5%22	https://technext.github.io/jony/img/elements/success-check.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/success-check.png	(from https://technext.github.io/jony/css/style.css)
15:55:37	1249/1249	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-4e1%22	https://technext.github.io/jony/img/elements/disabled-check.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/disabled-check.png	(from https://technext.github.io/jony/css/style.css)
15:55:37	1284/1284	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-504%22	https://technext.github.io/jony/img/elements/primary-radio.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/primary-radio.png	(from https://technext.github.io/jony/css/style.css)
15:55:37	1209/1209	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-4b9%22	https://technext.github.io/jony/img/elements/success-radio.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/success-radio.png	(from https://technext.github.io/jony/css/style.css)
15:55:37	1173/1173	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-495%22	https://technext.github.io/jony/img/elements/disabled-radio.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/disabled-radio.png	(from https://technext.github.io/jony/css/style.css)
15:55:38	454267/454267	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-6ee7b%22	https://technext.github.io/jony/img/gallery/works_banner.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/gallery/works_banner.png	(from https://technext.github.io/jony/works_details.html)
15:55:38	14520/14520	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-38b8%22	https://technext.github.io/jony/img/elements/d.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/d.jpg	(from https://technext.github.io/jony/elements.html)
15:55:38	1879/1879	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-757%22	https://technext.github.io/jony/img/elements/f1.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f1.jpg	(from https://technext.github.io/jony/elements.html)
15:55:38	1957/1957	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-7a5%22	https://technext.github.io/jony/img/elements/f2.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f2.jpg	(from https://technext.github.io/jony/elements.html)
15:55:39	2423/2423	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-977%22	https://technext.github.io/jony/img/elements/f3.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f3.jpg	(from https://technext.github.io/jony/elements.html)
15:55:39	1559/1559	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-617%22	https://technext.github.io/jony/img/elements/f4.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f4.jpg	(from https://technext.github.io/jony/elements.html)
15:55:39	1825/1825	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-721%22	https://technext.github.io/jony/img/elements/f5.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f5.jpg	(from https://technext.github.io/jony/elements.html)
15:55:39	1427/1427	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-593%22	https://technext.github.io/jony/img/elements/f6.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f6.jpg	(from https://technext.github.io/jony/elements.html)
15:55:39	1516/1516	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-5ec%22	https://technext.github.io/jony/img/elements/f7.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f7.jpg	(from https://technext.github.io/jony/elements.html)
15:55:40	1343/1343	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-53f%22	https://technext.github.io/jony/img/elements/f8.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/f8.jpg	(from https://technext.github.io/jony/elements.html)
15:55:40	124531/124531	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-1e673%22	https://technext.github.io/jony/img/elements/g1.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g1.jpg	(from https://technext.github.io/jony/elements.html)
15:55:40	116798/116798	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-1c83e%22	https://technext.github.io/jony/img/elements/g2.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g2.jpg	(from https://technext.github.io/jony/elements.html)
15:55:40	81581/81581	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-13ead%22	https://technext.github.io/jony/img/elements/g3.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g3.jpg	(from https://technext.github.io/jony/elements.html)
15:55:41	84926/84926	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-14bbe%22	https://technext.github.io/jony/img/elements/g4.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g4.jpg	(from https://technext.github.io/jony/elements.html)
15:55:41	64607/64607	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-fc5f%22	https://technext.github.io/jony/img/elements/g5.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g5.jpg	(from https://technext.github.io/jony/elements.html)
15:55:41	74445/74445	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-122cd%22	https://technext.github.io/jony/img/elements/g6.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g6.jpg	(from https://technext.github.io/jony/elements.html)
15:55:41	157297/157297	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-26671%22	https://technext.github.io/jony/img/elements/g7.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g7.jpg	(from https://technext.github.io/jony/elements.html)
15:55:41	16790/16790	---M--	200	added ('OK')	image/jpeg	etag:%225df9b4b3-4196%22	https://technext.github.io/jony/img/elements/g8.jpg	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/elements/g8.jpg	(from https://technext.github.io/jony/elements.html)
15:55:42	177487/177487	---M-Z	200	added ('OK')	application/javascript	etag:W/%225df9b4b3-2b54f%22	https://technext.github.io/jony/js/gijgo.min.js	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/js/gijgo.min.js	(from https://technext.github.io/jony/elements.html)
15:55:42	453240/453240	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-6ea78%22	https://technext.github.io/jony/img/blog/single_blog_1.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/blog/single_blog_1.png	(from https://technext.github.io/jony/blog.html)
15:55:42	382831/382831	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-5d76f%22	https://technext.github.io/jony/img/blog/single_blog_2.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/blog/single_blog_2.png	(from https://technext.github.io/jony/blog.html)
15:55:43	452936/452936	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-6e948%22	https://technext.github.io/jony/img/blog/single_blog_3.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/blog/single_blog_3.png	(from https://technext.github.io/jony/blog.html)
15:55:43	346773/346773	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-54a95%22	https://technext.github.io/jony/img/blog/single_blog_4.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/blog/single_blog_4.png	(from https://technext.github.io/jony/blog.html)
15:55:43	485273/485273	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-76799%22	https://technext.github.io/jony/img/blog/single_blog_5.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/blog/single_blog_5.png	(from https://technext.github.io/jony/blog.html)
15:55:43	16236/16236	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-3f6c%22	https://technext.github.io/jony/img/post/post_1.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_1.png	(from https://technext.github.io/jony/blog.html)
15:55:43	13468/13468	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-349c%22	https://technext.github.io/jony/img/post/post_2.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_2.png	(from https://technext.github.io/jony/blog.html)
15:55:44	14552/14552	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-38d8%22	https://technext.github.io/jony/img/post/post_3.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_3.png	(from https://technext.github.io/jony/blog.html)
15:55:44	11818/11818	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-2e2a%22	https://technext.github.io/jony/img/post/post_4.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_4.png	(from https://technext.github.io/jony/blog.html)
15:55:44	21217/21217	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-52e1%22	https://technext.github.io/jony/img/post/post_5.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_5.png	(from https://technext.github.io/jony/blog.html)
15:55:44	17631/17631	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-44df%22	https://technext.github.io/jony/img/post/post_6.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_6.png	(from https://technext.github.io/jony/blog.html)
15:55:45	20969/20969	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-51e9%22	https://technext.github.io/jony/img/post/post_7.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_7.png	(from https://technext.github.io/jony/blog.html)
15:55:45	16499/16499	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-4073%22	https://technext.github.io/jony/img/post/post_8.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_8.png	(from https://technext.github.io/jony/blog.html)
15:55:45	17231/17231	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-434f%22	https://technext.github.io/jony/img/post/post_9.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_9.png	(from https://technext.github.io/jony/blog.html)
15:55:45	19266/19266	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-4b42%22	https://technext.github.io/jony/img/post/post_10.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/post_10.png	(from https://technext.github.io/jony/blog.html)
15:55:46	9547/9547	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-254b%22	https://technext.github.io/jony/img/post/preview.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/preview.png	(from https://technext.github.io/jony/single-blog.html)
15:55:46	8977/8977	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-2311%22	https://technext.github.io/jony/img/post/next.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/post/next.png	(from https://technext.github.io/jony/single-blog.html)
15:55:46	17489/17489	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-4451%22	https://technext.github.io/jony/img/blog/author.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/blog/author.png	(from https://technext.github.io/jony/single-blog.html)
15:55:46	11303/11303	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-2c27%22	https://technext.github.io/jony/img/comment/comment_1.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/comment/comment_1.png	(from https://technext.github.io/jony/single-blog.html)
15:55:46	10561/10561	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-2941%22	https://technext.github.io/jony/img/comment/comment_2.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/comment/comment_2.png	(from https://technext.github.io/jony/single-blog.html)
15:55:47	11401/11401	---M--	200	added ('OK')	image/png	etag:%225df9b4b3-2c89%22	https://technext.github.io/jony/img/comment/comment_3.png	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/img/comment/comment_3.png	(from https://technext.github.io/jony/single-blog.html)
15:55:47	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22607890ba-247b%22	https://technext.github.io/jony/css/animate.min.css	C:/Users/pthih/Downloads/Apps/New%20folder/jony/technext.github.io/jony/css/animate.min.css	(from https://technext.github.io/jony/contact.html)
